2013001 6 15 25 8 24 14 6
2013002 16 30 1 22 28 18 12
2013003 22 28 23 26 33 27 9
2013004 10 27 6 16 20 32 8
2013005 1 25 32 13 31 14 12
2013006 22 13 30 9 10 17 13
2013007 32 2 15 26 9 22 1
2013008 17 32 3 25 8 21 15
2013009 4 16 23 1 13 9 2
2013010 32 1 9 17 33 11 12
2013011 12 3 17 27 29 24 9
2013012 6 28 22 17 29 14 2
2013013 6 19 13 28 5 22 9
2013014 5 17 19 20 4 2 8
2013015 5 18 13 6 7 11 15
2013016 12 6 2 28 14 5 5
2013017 31 12 30 32 4 6 9
2013018 30 8 28 29 13 2 5
2013019 20 26 16 5 1 2 6
2013020 16 1 7 21 12 8 1
2013021 19 31 26 1 17 6 11
2013022 15 7 4 2 20 9 7
2013023 32 3 15 6 18 30 5
2013024 4 23 30 5 27 13 9
2013025 30 16 18 25 17 24 8
2013026 22 4 31 15 14 11 11
2013027 24 21 1 12 4 2 12
2013028 7 25 8 26 28 14 13
2013029 29 23 6 19 10 7 12
2013030 25 26 7 29 18 14 6
2013031 3 15 14 13 33 21 3
2013032 4 21 29 30 33 25 3
2013033 6 28 17 19 13 5 1
2013034 20 6 22 33 26 15 9
2013035 26 17 15 14 30 1 2
2013036 29 5 31 9 27 4 13
2013037 18 15 32 28 27 2 14
2013038 15 10 12 14 19 9 11
2013039 2 15 24 29 1 14 6
2013040 10 2 12 4 17 30 10
2013041 23 17 10 2 24 12 5
2013042 15 8 33 13 1 12 3
2013043 17 25 6 15 14 3 16
2013044 28 26 11 3 18 5 6
2013045 7 6 14 31 8 23 12
2013046 19 3 24 26 16 20 6
2013047 1 27 17 30 11 8 12
2013048 32 28 30 10 17 13 4
2013049 16 32 14 10 21 13 14
2013050 22 7 3 13 25 18 3
2013051 29 8 15 28 19 12 2
2013052 14 22 24 6 21 7 13
2013053 30 22 3 33 13 12 14
2013054 8 14 4 3 28 21 14
2013055 32 19 27 18 22 8 6
2013056 12 29 26 3 25 28 16
2013057 13 19 26 16 28 23 5
2013058 24 8 11 21 17 23 5
2013059 27 29 3 10 24 18 9
2013060 7 5 20 13 19 10 15
2013061 6 5 18 13 12 7 12
2013062 22 19 6 1 7 27 2
2013063 31 20 15 23 10 18 12
2013064 13 25 22 9 32 1 12
2013065 23 7 30 19 18 29 2
2013066 17 16 20 1 3 32 7
2013067 9 1 4 30 15 22 6
2013068 13 20 25 2 27 7 6
2013069 30 16 18 17 7 33 6
2013070 2 28 10 30 9 3 6
2013071 21 12 26 28 5 23 9
2013072 8 33 14 19 11 2 9
2013073 13 20 28 17 9 2 11
2013074 6 8 32 14 3 19 3
2013075 4 9 6 33 25 30 14
2013076 23 24 29 30 14 26 3
2013077 9 14 26 24 29 23 3
2013078 5 26 17 27 18 3 15
2013079 26 7 22 19 13 17 13
2013080 23 28 11 32 10 12 16
2013081 1 10 31 13 4 21 13
2013082 22 14 20 4 13 30 6
2013083 12 19 14 6 23 5 9
2013084 21 7 5 9 20 11 3
2013085 2 12 16 8 14 32 16
2013086 2 11 26 4 16 13 11
2013087 24 28 23 2 13 19 5
2013088 15 9 21 22 24 20 14
2013089 4 8 19 25 21 12 13
2013090 11 24 2 23 5 29 8
2013091 31 14 24 28 4 25 10
2013092 26 11 7 21 31 15 6
2013093 31 26 8 2 29 1 14
2013094 14 2 22 18 4 20 7
2013095 29 28 19 15 1 6 10
2013096 28 22 1 30 2 29 15
2013097 17 23 22 14 25 5 7
2013098 19 20 26 07 15 18 14
2013099 20 26 31 21 05 11 3
2013100 20 16 08 04 14 11 11
2013101 5 23 32 9 27 7 1
2013102 16 5 8 2 6 4 3
2013103 4 20 9 18 2 13 7
2013104 17 2 28 4 15 1 11
2013105 11 27 1 31 32 23 9
2013106 11 32 9 23 30 31 6
2013107 17 11 28 31 7 9 11
2013108 31 32 21 28 16 22 5
2013109 24 9 23 29 32 27 8
2013110 21 18 17 29 32 15 13
2013111 6 2 33 3 1 8 13
2013112 31 13 12 22 1 6 7
2013113 33 24 7 4 17 11 9
2013114 21 17 4 6 33 23 7
2013115 3 18 27 17 16 12 8
2013116 21 33 12 32 26 15 7
2013117 33 27 24 12 9 13 16
2013118 33 32 2 17 3 22 16
2013119 20 26 22 15 32 5 9
2013120 6 23 18 13 5 31 11
2013121 7 6 5 25 27 4 7
2013122 27 7 10 26 15 13 11
2013123 25 2 11 17 1 6 2
2013124 9 15 30 3 25 23 7
2013125 28 25 4 8 18 6 16
2013126 19 31 4 33 10 27 16
2013127 22 13 3 20 2 33 14
2013128 25 31 17 13 7 19 8
2013129 27 31 14 5 10 6 14
2013130 3 1 16 33 15 31 8
2013131 19 12 17 26 6 4 9
2013132 22 27 20 23 25 21 12
2013133 22 12 4 7 25 19 1
2013134 25 17 18 1 19 29 10
2013135 24 31 9 23 29 25 12
2013136 26 16 18 6 4 14 6
2013137 27 17 4 19 24 23 10
2013138 27 28 24 16 15 4 3
2013139 11 27 7 21 13 8 8
2013140 22 12 13 21 5 1 10
2013141 5 4 31 3 25 30 4
2013142 12 20 29 14 22 11 14
2013143 27 18 32 21 22 12 11
2013144 27 19 31 5 12 7 2
2013145 13 10 24 16 23 6 15
2013146 30 20 25 32 33 8 1
2013147 19 30 17 2 15 16 8
2013148 6 22 11 12 14 17 1
2013149 25 18 32 9 26 30 11
2013150 15 26 1 25 29 16 10
2013151 9 33 3 19 10 28 9
2013152 6 4 16 18 29 14 5
2013153 18 28 11 8 33 13 10
2013154 19 11 7 29 24 14 5
