2011001 26 3 32 9 24 20 10
2011002 28 6 17 12 8 33 5
2011003 27 13 21 14 22 23 4
2011004 13 6 26 10 8 4 5
2011005 9 12 14 20 22 6 13
2011006 1 13 18 3 5 16 5
2011007 9 17 1 24 31 26 5
2011008 31 24 10 12 13 17 15
2011009 17 18 26 23 25 24 4
2011010 15 9 1 19 4 5 13
2011011 18 19 24 12 1 21 10
2011012 11 26 7 13 8 15 13
2011013 3 22 1 13 16 21 8
2011014 26 7 23 5 11 10 16
2011015 26 29 3 13 6 27 7
2011016 17 16 22 3 4 29 13
2011017 23 6 26 33 15 2 8
2011018 15 28 30 13 33 18 1
2011019 12 19 32 2 4 33 16
2011020 19 16 24 17 30 12 5
2011021 31 18 2 25 14 1 8
2011022 16 21 2 17 7 14 5
2011023 3 6 2 21 22 25 5
2011024 31 10 19 26 5 7 14
2011025 25 31 26 32 8 33 9
2011026 19 17 8 26 7 21 12
2011027 26 21 13 25 18 22 1
2011028 16 5 17 14 4 1 1
2011029 10 1 31 4 20 9 7
2011030 9 33 25 24 19 2 10
2011031 29 28 24 32 17 16 12
2011032 5 15 14 7 13 3 15
2011033 8 13 29 12 19 2 4
2011034 13 19 31 24 17 14 8
2011035 18 13 27 31 20 14 2
2011036 24 2 22 20 11 31 5
2011037 6 25 4 3 17 1 11
2011038 2 23 24 19 15 14 12
2011039 3 10 24 16 7 29 13
2011040 11 5 28 14 24 26 13
2011041 13 12 10 4 32 30 13
2011042 13 19 5 17 15 21 15
2011043 25 14 31 4 13 17 4
2011044 16 27 26 31 14 3 9
2011045 17 32 26 16 20 2 8
2011046 30 29 17 18 9 26 8
2011047 13 25 23 4 33 27 14
2011048 18 10 25 14 26 27 15
2011049 31 11 1 27 17 18 14
2011050 19 28 5 22 4 29 15
2011051 11 1 16 7 14 15 14
2011052 5 19 28 4 8 27 8
2011053 22 3 30 12 6 10 15
2011054 22 33 8 17 16 11 8
2011055 29 13 17 16 8 32 16
2011056 16 25 20 23 19 13 10
2011057 33 21 6 4 26 20 2
2011058 32 18 7 30 22 33 6
2011059 29 27 33 31 24 26 16
2011060 27 10 21 11 31 13 1
2011061 19 3 8 21 2 13 3
2011062 4 29 10 8 9 30 3
2011063 19 15 18 13 4 6 5
2011064 6 29 30 7 3 33 2
2011065 16 29 25 4 27 23 3
2011066 30 14 32 4 17 6 12
2011067 24 19 27 17 20 25 12
2011068 15 10 19 24 3 7 10
2011069 30 24 2 18 13 16 12
2011070 21 12 3 1 5 28 12
2011071 28 15 30 2 1 22 2
2011072 18 10 6 1 27 11 12
2011073 21 5 4 12 3 17 14
2011074 26 32 21 28 29 2 1
2011075 9 32 12 31 7 10 13
2011076 33 26 32 19 6 21 13
2011077 7 26 15 29 1 8 10
2011078 5 13 20 22 29 3 9
2011079 15 29 16 3 24 14 5
2011080 7 32 31 2 9 25 9
2011081 23 25 32 14 19 6 12
2011082 26 25 20 16 7 17 4
2011083 7 28 29 16 18 24 6
2011084 32 12 16 18 10 9 15
2011085 3 24 11 6 31 21 10
2011086 12 24 6 17 9 7 9
2011087 5 18 4 3 2 28 1
2011088 20 17 9 3 29 21 4
2011089 24 11 29 30 2 1 12
2011090 25 18 5 2 21 14 16
2011091 28 21 9 30 23 15 3
2011092 17 32 31 5 10 26 4
2011093 23 13 11 4 30 7 9
2011094 11 9 12 19 18 17 5
2011095 7 3 10 24 8 23 5
2011096 14 13 4 19 1 7 15
2011097 26 20 9 17 21 19 16
2011098 21 3 7 22 32 20 5
2011099 26 21 27 12 10 13 14
2011100 23 21 7 31 11 32 5
2011101 10 23 29 6 31 19 6
2011102 21 5 31 13 1 27 11
2011103 5 15 10 16 4 13 12
2011104 9 10 29 20 16 25 9
2011105 4 6 23 28 27 25 1
2011106 2 11 12 14 24 32 14
2011107 4 22 16 17 9 29 15
2011108 2 22 26 17 29 33 10
2011109 16 33 1 3 15 9 15
2011110 33 26 21 28 12 14 12
2011111 1 5 3 20 25 27 4
2011112 3 5 16 18 23 24 15
2011113 33 25 6 11 32 10 5
2011114 14 16 15 30 32 1 9
2011115 17 33 9 7 12 8 16
2011116 27 12 1 7 17 11 5
2011117 8 19 26 10 30 28 4
2011118 6 14 11 21 5 20 10
2011119 12 9 32 14 19 28 1
2011120 30 28 17 14 33 4 7
2011121 14 4 22 33 32 25 2
2011122 27 31 12 18 26 10 3
2011123 19 14 4 28 5 1 16
2011124 19 9 31 26 18 32 16
2011125 15 32 24 27 3 10 8
2011126 26 13 18 7 3 23 16
2011127 23 22 16 19 29 27 11
2011128 19 23 14 9 11 17 12
2011129 23 26 10 21 11 07 06
2011130 32 18 23 14 25 7 15
2011131 17 21 2 7 9 25 1
2011132 25 5 12 13 2 33 7
2011133 14 21 20 25 31 12 16
2011134 7 6 30 31 2 1 10
2011135 17 20 25 12 26 13 12
2011136 6 2 31 22 20 4 7
2011137 30 11 18 2 33 23 13
2011138 28 15 32 1 5 24 7
2011139 27 8 30 24 20 31 3
2011140 4 18 27 29 20 22 6
2011141 2 29 19 6 4 24 11
2011142 31 16 29 15 12 26 2
2011143 8 7 14 12 15 30 16
2011144 1 2 16 10 9 24 3
2011145 4 2 14 15 30 26 4
2011146 23 33 26 11 28 32 10
2011147 8 18 30 4 12 17 10
2011148 26 23 22 25 5 14 14
2011149 5 31 5 23 4 7 16
2011150 8 10 27 22 12 15 13
2011151 31 7 11 16 33 19 10
2011152 12 4 26 11 21 10 13
2011153 10 25 5 9 8 20 13
