2004001 7 2 3 25 1 10 7
2004002 12 10 31 22 30 18 11
2004003 6 3 5 26 33 17 8
2004004 29 23 19 10 25 22 9
2004005 17 9 16 13 18 11 7
2004006 12 20 23 32 18 4 6
2004007 25 12 17 28 20 4 9
2004008 1 33 32 22 10 7 13
2004009 16 10 9 24 1 22 11
2004010 19 7 14 13 8 6 15
2004011 28 13 4 1 23 30 3
2004012 31 33 7 30 1 27 8
2004013 21 29 14 12 30 32 13
2004014 7 26 11 3 20 17 12
2004015 22 23 1 5 18 3 13
2004016 30 32 4 28 8 7 5
2004017 15 31 25 12 14 5 9
2004018 5 6 28 8 2 30 6
2004019 11 24 32 23 5 10 4
2004020 22 1 31 2 28 9 4
2004021 26 5 9 27 17 11 10
2004022 30 14 10 3 20 19 6
2004023 30 14 19 1 8 17 3
2004024 25 21 13 32 23 1 6
2004025 33 10 8 29 24 7 4
2004026 28 4 10 32 18 14 15
2004027 5 32 1 9 10 18 11
2004028 10 2 1 3 5 22 12
2004029 13 32 22 24 20 9 5
2004030 26 17 1 31 9 7 5
2004031 21 24 19 6 20 3 11
2004032 2 15 8 31 11 5 13
2004033 4 9 8 20 1 19 1
2004034 2 20 7 30 13 27 14
2004035 8 30 27 32 26 2 16
2004036 2 13 26 30 18 17 1
2004037 26 4 11 17 20 3 5
2004038 29 11 25 17 16 28 7
2004039 29 25 18 16 10 26 3
2004040 7 29 21 17 19 20 11
2004041 17 25 29 22 10 8 14
2004042 6 10 21 17 13 18 2
2004043 9 10 24 21 4 22 10
2004044 12 6 7 31 32 2 5
2004045 26 1 18 27 12 28 13
2004046 15 16 23 7 32 22 14
2004047 8 27 31 11 1 7 6
2004048 29 11 8 17 9 16 9
2004049 14 11 25 12 29 16 9
2004050 19 25 6 7 21 29 2
2004051 29 10 15 9 2 3 11
2004052 15 29 17 1 14 12 9
2004053 25 4 2 9 24 3 2
2004054 9 28 11 16 14 27 11
2004055 32 25 8 19 6 29 7
2004056 20 1 30 29 25 21 2
2004057 25 23 28 5 32 21 4
2004058 12 27 1 8 31 11 12
2004059 11 23 4 26 7 19 10
2004060 27 24 28 11 3 5 15
2004061 16 23 19 13 33 20 9
2004062 1 27 25 28 29 12 13
2004063 16 7 28 13 10 27 7
2004064 18 14 15 31 20 27 4
2004065 13 14 32 29 33 27 8
2004066 23 24 25 13 5 20 3
2004067 6 1 13 32 16 7 4
2004068 31 11 24 2 13 8 15
2004069 2 20 29 22 11 15 5
2004070 21 33 30 10 22 12 6
2004071 21 3 8 16 17 29 6
2004072 33 30 15 28 8 18 14
2004073 16 7 23 28 2 13 16
2004074 19 26 6 15 5 29 13
2004075 27 7 21 18 26 28 7
2004076 17 13 3 25 5 31 7
2004077 8 10 9 26 14 16 7
2004078 4 24 21 26 10 5 5
2004079 13 30 7 14 19 17 3
2004080 20 26 24 3 23 8 16
2004081 3 24 5 32 21 27 6
2004082 24 20 29 3 30 27 15
2004083 16 33 28 14 30 27 6
2004084 21 8 4 25 1 11 14
2004085 29 11 8 32 3 30 1
2004086 19 10 27 25 13 18 1
2004087 26 8 25 3 1 7 14
2004088 19 10 22 2 24 32 14
2004089 14 25 17 28 30 20 14
2004090 1 24 20 32 18 33 12
2004091 33 13 14 30 21 9 1
2004092 28 8 1 31 13 4 2
2004093 11 33 32 14 27 20 5
2004094 9 5 10 24 25 13 8
2004095 22 19 28 32 30 27 1
2004096 16 30 4 12 1 20 15
2004097 26 31 10 29 20 19 14
2004098 13 12 26 25 3 31 3
2004099 10 22 5 33 26 21 2
2004100 8 14 33 6 9 24 15
2004101 26 2 25 9 14 19 15
2004102 32 12 9 28 3 15 1
2004103 5 2 9 21 16 3 2
2004104 17 18 11 29 24 7 5
2004105 9 21 7 23 10 30 12
2004106 26 23 15 29 28 10 12
2004107 20 18 1 8 13 12 7
2004108 27 14 28 31 8 13 12
2004109 17 8 10 6 31 30 14
2004110 19 14 20 21 31 22 11
2004111 31 26 18 20 16 11 2
2004112 21 15 9 13 33 26 6
2004113 8 32 10 25 31 23 7
2004114 9 6 22 1 17 21 1
2004115 20 33 16 30 2 31 1
2004116 14 33 3 1 5 8 3
2004117 25 3 14 24 7 1 7
2004118 12 7 30 3 4 31 15
2004119 20 25 6 18 9 33 6
2004120 7 27 8 21 32 18 10
2004121 32 30 18 7 13 16 10
2004122 31 14 11 22 3 24 15
