2008001 14 29 4 9 7 2 3
2008002 4 18 22 25 3 29 9
2008003 17 8 6 13 11 19 12
2008004 29 27 8 4 23 22 8
2008005 3 24 25 22 15 5 15
2008006 18 27 14 22 16 1 14
2008007 30 22 13 17 23 1 11
2008008 2 16 27 15 23 26 7
2008009 21 31 32 9 30 29 16
2008010 03 08 27 17 21 11 09
2008011 17 14 30 21 32 02 03
2008012 20 5 3 16 4 30 13
2008013 28 8 2 15 16 22 10
2008014 11 31 3 21 17 9 14
2008015 33 8 6 29 11 16 3
2008016 14 3 21 29 12 33 13
2008017 20 22 2 7 17 5 2
2008018 33 23 6 5 2 26 13
2008019 31 9 11 2 17 27 5
2008020 28 30 15 10 3 13 3
2008021 12 26 20 28 19 9 15
2008022 28 24 32 12 20 18 5
2008023 18 25 32 8 16 26 2
2008024 28 20 26 30 11 21 13
2008025 17 8 21 19 16 18 14
2008026 5 29 17 19 32 27 3
2008027 18 23 24 26 19 15 13
2008028 26 1 32 29 13 21 10
2008029 9 1 14 22 29 32 12
2008030 15 28 18 19 20 6 11
2008031 6 31 21 3 11 15 13
2008032 14 21 28 16 23 5 13
2008033 18 30 33 12 17 31 4
2008034 3 29 5 9 21 11 9
2008035 18 7 29 14 11 17 16
2008036 18 2 28 23 6 13 16
2008037 1 22 12 31 24 28 6
2008038 10 3 9 11 19 15 13
2008039 7 13 1 10 22 29 1
2008040 25 22 27 6 28 13 9
2008041 27 22 20 23 11 8 4
2008042 12 9 24 4 3 11 1
2008043 33 16 22 10 27 3 14
2008044 26 9 29 5 20 7 9
2008045 21 10 32 13 1 29 4
2008046 16 18 28 24 33 15 15
2008047 14 22 13 12 9 20 10
2008048 30 27 32 11 21 18 1
2008049 13 3 10 25 12 19 4
2008050 27 11 1 26 19 24 3
2008051 4 8 1 13 10 33 11
2008052 31 2 29 23 10 17 10
2008053 21 12 19 20 6 27 4
2008054 2 16 17 25 6 20 7
2008055 26 16 23 11 19 31 4
2008056 8 30 22 23 13 25 7
2008057 28 20 30 21 19 26 8
2008058 27 21 12 31 1 29 11
2008059 6 15 2 32 29 31 16
2008060 32 30 6 8 17 7 3
2008061 2 5 12 1 31 26 6
2008062 17 24 27 6 13 8 15
2008063 14 9 5 17 11 16 15
2008064 1 12 7 2 9 18 12
2008065 13 30 19 31 15 5 5
2008066 7 21 22 30 12 29 8
2008067 19 11 10 26 33 15 13
2008068 5 23 29 17 7 27 7
2008069 8 5 26 17 20 30 10
2008070 12 33 6 15 18 5 13
2008071 21 1 26 27 6 28 9
2008072 18 1 5 22 10 30 9
2008073 22 13 28 33 9 1 8
2008074 24 19 15 11 20 1 9
2008075 18 22 1 14 30 8 3
2008076 18 11 5 13 7 2 11
2008077 30 26 4 12 33 22 9
2008078 13 30 16 26 33 6 1
2008079 32 5 20 4 3 10 9
2008080 14 4 25 29 22 32 14
2008081 25 31 18 13 12 2 4
2008082 8 4 26 21 10 12 9
2008083 9 29 7 8 18 32 9
2008084 20 13 4 30 7 29 16
2008085 24 1 20 12 4 29 15
2008086 27 10 26 30 4 5 12
2008087 30 01 29 31 07 26 06
2008088 6 17 8 23 16 1 5
2008089 22 27 3 16 11 6 11
2008090 14 19 2 24 18 7 1
2008091 31 23 3 12 14 32 10
2008092 28 27 30 18 3 1 5
2008093 26 16 4 10 12 28 7
2008094 28 1 15 23 16 4 14
2008095 8 14 21 29 28 3 3
2008096 8 6 27 24 12 31 14
2008097 6 16 17 3 8 9 13
2008098 11 10 6 7 15 30 1
2008099 24 23 22 15 16 10 7
2008100 8 14 21 28 27 17 14
2008101 26 17 21 30 9 28 4
2008102 7 32 3 25 12 21 5
2008103 22 12 33 16 1 18 4
2008104 31 24 3 6 8 17 1
2008105 27 19 5 17 28 32 2
2008106 27 29 30 14 25 19 15
2008107 13 22 32 18 27 6 4
2008108 30 15 9 23 17 10 12
2008109 28 7 4 16 21 9 10
2008110 16 22 10 29 23 31 2
2008111 21 18 17 31 25 32 6
2008112 19 14 13 23 22 5 6
2008113 6 10 22 9 12 17 9
2008114 24 25 4 9 20 31 14
2008115 18 13 17 2 12 14 6
2008116 3 21 24 22 29 7 14
2008117 3 33 5 7 10 14 7
2008118 27 4 31 33 9 16 1
2008119 9 5 7 29 24 15 7
2008120 11 24 33 22 10 26 2
2008121 27 2 22 31 23 32 6
2008122 14 19 8 11 2 26 15
2008123 10 16 15 29 25 11 2
2008124 22 7 21 10 13 1 3
2008125 15 26 11 29 10 12 9
2008126 20 4 14 12 11 30 13
2008127 5 8 30 22 19 27 13
2008128 1 33 27 5 19 20 5
2008129 1 24 18 32 3 25 15
2008130 18 32 28 30 1 12 6
2008131 32 2 22 18 12 15 8
2008132 16 13 33 25 27 9 8
2008133 26 24 8 19 11 16 11
2008134 32 20 19 10 15 28 2
2008135 21 15 16 14 5 19 15
2008136 18 10 28 5 9 12 2
2008137 4 29 1 33 24 28 9
2008138 32 25 19 7 14 23 4
2008139 19 8 23 25 9 26 7
2008140 30 16 7 31 29 14 14
2008141 25 13 3 20 29 33 15
2008142 5 13 17 6 28 10 15
2008143 18 26 19 12 17 27 6
2008144 5 10 29 27 33 2 15
2008145 22 29 18 13 7 26 2
2008146 7 19 31 32 17 8 10
2008147 33 22 8 26 7 14 2
2008148 22 9 26 5 28 3 9
2008149 14 29 28 33 22 10 2
2008150 22 24 32 4 29 19 2
2008151 10 17 8 14 6 19 6
2008152 30 22 4 26 1 6 8
2008153 30 18 24 1 21 4 16
2008154 21 2 5 22 7 26 8
